ticker,Mean R^2,"Mean R^2, firm","Mean R^2, year","Mean R^2, rolling"
EMKR,0.17511171102523804,-0.09722728271246184,0.10323268026652588,0.15387512377313606
EMN,0.22166579961776733,0.13989821347287712,0.132113698153713,0.11348311706932956
EMR,0.29494625329971313,0.02939774200463452,0.2211912636032065,0.27135774073294205
EMS,-0.0584183931350708,-0.07982839919385998,0.07640841800549647,0.04687814182218086
ENB,0.2567818760871887,0.03235577819834645,0.1367140423844445,0.14207846887069742
ENBL,0.06832689046859741,-0.04017810424079338,-0.001259732024920135,0.03627223135191493
END,0.6706092953681946,0.00780584811319418,0.7694627780822221,0.7293017070307235
ENDP,0.05232745409011841,-0.041795789740331823,0.07779093322754471,0.12186510340098267
ENER,-0.008450865745544434,0.28130729934484455,-0.04876979683529181,-0.05777809769162401
ENH,0.18976956605911255,0.03189109467613349,0.09862638592719497,0.08511755484880157
ENI,0.2093743085861206,-0.0700937452271202,0.14492496817257905,0.1501651988237762
ENIA,0.15212708711624146,0.12902103367631002,0.062302725986935426,0.06703315226650808
ENIC,-0.29956090450286865,-0.3141741301138641,-0.2128648452175499,-0.23489990222931856
ENLC,0.20244455337524414,-0.1957848061533649,0.029247755746200865,0.1130156219556494
ENLK,0.11223804950714111,0.1074826513100886,0.08921908297504344,0.09124347430526336
ENOC,0.025299489498138428,0.017537420112683222,0.05419965610910693,0.04048834963764225
ENP,-0.3014415502548218,-0.1404504536728035,-0.29221705484883365,-0.2919863047096878
ENPH,0.573272317647934,-0.07007319271844326,0.5620304294848921,0.6050928707908871
ENR,-0.02781999111175537,-0.019151715271872094,-0.016179450937411577,-0.02678065886703429
ENS,0.10393959283828735,0.03226425306806069,0.011854017165828457,0.009144089126496224
ENSG,0.21697521209716797,0.20612287056085188,0.12105399907250136,0.1449637957456631
ENT,0.23252719640731812,0.1868541201154409,0.25760326445791726,0.2675614395390873
ENTA,0.032743990421295166,-0.021225627886770626,0.06065931421341941,0.07747182219834281
ENTG,-0.0693444013595581,-0.07159756804980488,0.012330197943576038,0.010937016361931118
ENTR,0.27991968393325806,-0.14668559350222687,0.372523707747904,0.4137628810463626
ENV,0.13691866397857666,0.1402085653349433,0.2698037768003736,0.17122067702247412
ENVA,0.19844239950180054,0.09855445013032549,0.13450840556964727,0.17127026521918032
ENZ,-0.012259602546691895,-0.011013205991371455,-0.13577033748167078,-0.027422647120265875
EOCC,0.11208182573318481,0.6070777916768849,-0.3106088782262042,-0.36817150484145134
EOG,0.151736319065094,0.07745981323289941,0.09597462496523634,0.09029940836372241
EOLS,0.9418006762862206,0.6823682450849173,0.7685211375492939,0.8528470721297434
